ad_id,campaign_name,installs,signups,trial_starts,trial_starts_sa,trial_starts_ca,trial_converts,trial_converts_sa,trial_converts_ca,initial_purchases,paid,ltv,forecasted_ltv,trial_or_purchase_sa
6932691353792,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244279746350167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52508842941396,JP_Meta_iOS_Trial_Advantage+,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245890172180607,fr_meta_standard-aem_ios_fr-en_pros_trial_ongoing_no-disc_BAU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6903752012392,JP_Meta_iOS_Trial_Advantage+,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120249439726280167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6964170906992,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52516290046796,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52514795053996,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6984060547992,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6964170639792,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120242508326320167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249439392570167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_rtg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6981502938992,us_meta_standard_iOS_en-xx_pros_trial_test_no-disc_tubescience,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6967864038192,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249698662870167,HK_Meta_N/A_iOS_Trials_AEM,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52505483816996,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52502748490596,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246067480750167,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245867679920167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249357874100167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_tcpa,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246281048280167,No Campaign Name,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6978266361992,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244288161360167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6998597222592,JP_Meta_iOS_Trial_Advantage+,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120244628600890167,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120250211390460167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245219513270167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6977353302992,JP_Meta_iOS_Trial_Advantage+,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52512815756796,JP_Meta_iOS_Start_Trial_AEM_Personas,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120242511963200167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245842691760167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244277007750167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52511277572796,JP_Meta_iOS_Trial_Advantage+,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6976190668592,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249701583000167,No Campaign Name,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245493757610167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246569640080167,HK_Meta_N/A_iOS_Trials_AEM,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246005436870167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52517864703796,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249605345890167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_rtg,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120249439464980167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120242508326330167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120235898449010167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249481915460167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249291575560167,HK_Meta_N/A_iOS_Trials_AEM,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7001926921992,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249776482190167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120249640902160167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244974963650167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249060529640167,HK_Meta_N/A_iOS_Trials_AEM,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249603923410167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_rtg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245867679760167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244974980090167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120249640902170167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248612147470167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246001466150167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120239549750910167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249597116700167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245307719710167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249992156470167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52510568577996,JP_Meta_iOS_Start_Trial_AEM_Personas,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248334932420167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248718076390167,No Campaign Name,30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245867679870167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246997862210167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245867680580167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244974978550167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249469567030167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120242044321560167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6977353305192,JP_Meta_iOS_Trial_Advantage+,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249596362180167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249439359070167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_rtg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246067480690167,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120242508965130167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246001466180167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249702447920167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_rtg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52503582493396,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247848102470167,HK_Meta_N/A_iOS_Trials_AEM,10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249689386320167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
120243428902270167,HK_Meta_N/A_iOS_Trials_AEM,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52505483593396,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246367870680167,No Campaign Name,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248452211030167,tw_meta_standard_web_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246005443330167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245842877290167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120242510079090167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249439726270167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6986471155792,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120243701212510167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6946579435792,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246000716910167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248898278030167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52510568579996,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52503652277996,JP_Meta_iOS_Trial_A+AC_test,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120240275100650167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6973853150792,us_meta_standard_iOS_en-xx_pros_trial_test_no-disc_tubescience-2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249069969790167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247889561980167,No Campaign Name,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247771688660167,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244974981550167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245092899140167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246694233510167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249669893320167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6915185369992,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52511920670796,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244974978530167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248488817110167,No Campaign Name,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246694233280167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52514795051796,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245091571390167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6926092762992,us_meta_standard_android_en-xx_pros_trial_test_no-disc_test_internal,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7001500681792,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52509174219996,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247889562170167,No Campaign Name,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52510568607596,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6998279584792,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6879578335992,JP_Meta_iOS_Trial_Advantage+,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120241109209480167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6966917313392,jp_meta_ios_trial_web2app,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6976190783792,JP_Meta_iOS_Start_Trial_AEM_Personas,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52507936775396,JP_Meta_iOS_Start_Trial_AEM_Personas,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247011966920167,No Campaign Name,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52513827488196,us_meta_standard_iOS_en-xx_pros_qualified-trial_test_no-disc_cousin-labs,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244239476280167,HK_Meta_N/A_iOS_Trials_AEM,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245867680560167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6973843095592,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245219517560167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6985390070792,JP_Meta_iOS_Trial_Advantage+,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6978269690392,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248826370330167,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246367863830167,No Campaign Name,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246329470270167,HK_Meta_N/A_iOS_Trials_AEM,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249994219150167,hk_meta_standard_ios_tw-en_pros_trial_ongoing_scaling,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
