af_ad_id,af_ad,campaign,af_installs,af_signups,af_trials,af_trials_annual_reg,af_trials_annual_plus,af_trials_monthly,af_trial_cancelled,af_rc_purchase,af_trial_or_purchase,af_top_rev
120246001466180167,c1:Video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:ATienDai_c7:ValueProp_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,4,2,,,,,,,,
120248718076390167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!bigeartv_c7!Product_c8!og-video_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,26,8,,,,,,,,
120246997862210167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!havefunytchannel_c7!SpeakMethod_c8!Walkthrough-short,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,2,,,,,,2,,
52510568579996,c1:E1172-20260807_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:nanoka_1754_igr_c7:Things I failed at_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,,,,,,,,,
120249440272370167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!brandmarketing,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Thruplay_brandmarketing,2,2,,,,,,,,
52505483816996,c1:E1077-20260722_c2:video_c3:ugc_c4:productdemo_c5:ongoing_c6:maru_c7:sprit-UI-order-coffee-demo_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,,,,,,,,,
6967864038192,c1-10SCL_9x16_SPEAK-203_10Sc_MAY26_ITR_190_IN_V-S_4.mov_c2-video_c3-060126_P2 _HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,4,2,,,,,,,,
120246694233280167,c1:UGC6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:Qing_c7:EnglishIntrovert_c8:winner,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,8,6,,,,,,,,376.0
52505442295396,c1:E972-20260710_c2:video_c3:ugc_c4:testimonial_c5:ongoing_c6:iam_mayu_chan06_igr_1_c7:CA-how-R2_c8:na,JP_Meta_iOS_Trial_Advantage+,2,2,,,,,,,,
52502748490596,c1:E989-20260713_c2:video_c3:ugc_c4:_c5:ongoing_c6:maria_c7:Pricing message-orignal_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,,,,,,,,,
120247235677870167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!techtips_c7!ValueProp_c8!og-reels,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,8,5,,,,,2,,,
52516214505796,c1:E1241-20260814_c2:video_c3:influencer_c4:productdemo_c5:ongoing_c6:target.hosokawa_igr_1_c7:nagara-shaving-R2-caption-tips_c8:na,JP_Meta_iOS_Trial_Advantage+,2,2,,,,,,,,
120246997845950167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!1yearTimeline-2026half-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,2,,,,,,,,
6973853150792,c1_TS-J7V1D-SPKUS_c2_Static_c8_StaticTS_c9_060226,us_meta_standard_iOS_en-xx_pros_trial_test_no-disc_tubescience-2,2,2,,,,,,,,
120243701212510167,c1:UGC44_c2:video_c3:ugc_c4:testimonial_c5:ongoing_c6:camel_c7:Outcome_c8:BA2026_MonthlyProgress,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,2,2,,,,,,,,
52517864703796,c1:E1250-20260904_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:marley___h_igr_c7:cheat code_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,1,,,,,,,,
120244628600890167,c1:UGC16_c2:video_c3:ugc_c4:productdemo_c5:ongoing_c6:na_c7:causal_c8:violet-noengenvironment,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,2,,,,,,2,,
6978269690392,c1_CL-6-952-6.05.26_c2_video_c3_ugc_c4_Functional-General-Proof_c5_ongoing_c6_Aydreon_c7_irl-product-demo-hybrid-poolside-dominican-spanish-29s_c8_Recut_P2_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,,,,,,,,,
120247848102470167,c1!na_c2!video_c3!whitelist_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!Hollie-OG-Foreign,HK_Meta_N/A_iOS_Trials_AEM,8,6,,,,,,,,
120246543047390607,c1_S11A1_c2_static_c3_image_c4_price_c5_ongoing_c6_jb_c7_concept-test_c8_060426,fr_meta_standard-aem_ios_fr-en_pros_trial_ongoing_no-disc_BAU&testing,2,,,,,,,,,
120249439726290167,c1!na_c2!video_c3!influencer_c4!problemsolution_c5!ongoing_c6!drama_engbook_c7!Testimonial_c8!input_output_short_26q3,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,2,2,,,,,1,,,
120249698662870167,c1!na_c2!video_c3!influencer_c4!testimonial_c5!ongoing_c6!radicallyobjective_c7!testimonial_c8!26Q3-mingjai-og,HK_Meta_N/A_iOS_Trials_AEM,2,,,,,,,,,
120248612147470167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!bigeartv_c7!Product_c8!og-reel,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,,,,,,,,,
120248334932420167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!Comic-EngMeeting-299-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,8,4,,,,,,,,
120248341548470167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!ValueProp_c8!CompareBoba-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,2,,,,,,,,
52510568607596,c1:E1120-20260807_c2:video_c3:influencer_c4:productdemo_c5:ongoing_c6:hicocoishere__igr_2_c7:Shadowing-R3-b-5min_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,,,,,,,,,
120245867680940167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!Comic-EnglishIntrovert-1080x1350,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,2,,,,,,,,
52516290046796,c1:E1225-20260828_c2:video_c3:influencer_c4:_c5:ongoing_c6:yuimama_routine_igr_c7:Mom of a 2-year-old_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,,,,,,,,,
52509174219996,c1-10SCL_9x16_SPEAK-233_10Sc_Fd-Amd_JUL26_ITR_203_IN_V_3.mp4_c2-video_c3-080126_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,2,,,,,,,2,,
6969759998392,c1!260522_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!songhyun_c7!splitview_c8!speaking-hyungeun-interview-format-01,kr_meta_standard_app_ios_kr-en_pros_register_ongoing_no-disc,2,2,,,,,,,,
120246000716910167,c1:Video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:illyandlean_c7:ValueProp_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,24,11,,,,,,,,
120249992156470167,c1!UGC_c2!video_c3!whitelist_c4!speakmethod_c5!ongoing_c6!MIP-jenny_c7!BA_c8!mom-study-english_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,10,,,,,,,,
120248719430200167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!harryspeaks__c7!Product_c8!og-video,tw_meta_standard_web_tw-en_pros_purchase_ongoing_no-disc_testing,2,,,,,,,,,
6977353302992,jp_2026.01_masatomerci_igr_1_web_jp-en_instagram_video-short_macro_brand_brand_awareness_26q1_jan,JP_Meta_iOS_Trial_Advantage+,2,,,,,,,,,
52506532782996,c1_CL-7-1123-7.10.26_c2_video_c3_ugc_c4_Functional-General-Time_c5_ongoing_c6_Ryanne_c7_app-demo-morning-coffee-routine-the-app-that-took-me-from-a1-to-c1-33s_c8_Iteration_P2_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,6,2,,,,,,,0,743.0
120249481915460167,c1!UGC_c2!video_c3!ugc_c4!painpoint _c5!promo_c6!Camel_c7!testimonial.BA.hook_c8!WorkplaceEngComms-v1-AIBossRoleplay,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,8,2,,,,,,,,
6998279584792,c1:E654-20260703_c2:video_c3:ugc_c4:entertainment_c5:ongoing_c6:akari_c7:material_vs_native-a_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,,,,,,,,,,
120246694233510167,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!ValueProp_c8!Foreign-Company-Scenarios-winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,2,,,,,,,2,,
52508842941396,c1:E840-20260612_c2:video_c3:influencer_c4:productdemo_c5:ongoing_c6:reofit.jp_igr_1_c7:reofit-R2_c8:na,JP_Meta_iOS_Trial_Advantage+,6,4,,,,,,,,
6976190783792,c1:E712-20260612_c2:image_c3:influencer_c4:_c5:ongoing_c6:amylifey_igs_1_c7:Amy世界を旅するインスタ_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,2,,,,,,,,
120245867679760167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Product_c8!MayCourse-Upgrade-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,2,,,,,,,,
120248823299170167,c1!UGC53_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!na_c7!Testimonial_c8!lisa-hook3pt1 - Copy,HK_Meta_N/A_iOS_Trials_AEM,2,2,,,,,,,,
120250112779340167,c1!Video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!harryspeaks_c7!26Q3Campaign_c8!og-video_c9!app_cpr,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,56,18,,,,,,2,,0.0
52511920670796,c1:10SCL_9x16_SPEAK-238_10Sc_Fd_AGO26_ITR_187_IN_V-M_6.mp4_c2:video_c3:080826_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,2,2,,,,,,,,
120243428902270167,c1:UGC53_c2:video_c3:ugc_c4:testimonial_c5:ongoing_c6:na_c7:testimonial_c8:keisha-3monthspros,HK_Meta_N/A_iOS_Trials_AEM,4,2,,,,,,,,
120246067480690167,c1!UGC53_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!na_c7!Testimonial_c8!lisa-hook3pt1,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,,,,,,,,,
6903752012392,JP_E211_260109_maru_11-Vlog_4-quiz_General,JP_Meta_iOS_Trial_Advantage+,2,2,,,,,,,2,955.0
120249992226780167,c1!UGC_c2!video_c3!whitelist_c4!speakmethod_c5!ongoing_c6!MIP-shiiiwen_c7!whileing.vlog_c8!restaurant.conversation_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,8,,,,,,,,
120246000716810167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!ValueProp_c8!speak-system-introvert-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,4,,,,,,,,,
6946579435792,c1-10SCL_9x16_SPEAK-182_10Sc_ABR26_ITR_179_IN_V-HС_3_imm.mov_c2-video_c3-042526_P2_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,2,2,,,,,,,,
7001137316392,c1:E978-20260705_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:sae_life__igr_c7:textbook_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,,,,,,,,,
120244226497620167,c1:Static_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:ValueProp_c8:speak-with-me-recruiting-77,tw_meta_video_web_tw-en_pros_awareness_ongoing_no-disc_brandmarketing,10,6,,,,,,,,
120249994219150167,c1!na_c2!video_c3!influencer_c4!testimonial_c5!ongoing_c6!radicallyobjective_c7!testimonial_c8!26Q3-mingjai-og,hk_meta_standard_ios_tw-en_pros_trial_ongoing_scaling,,,,,,,,,,71.0
120249642592890167,c1!n/a_c2!video_c3!influencer_c4!campaign_c5!promo_c6!howfunofficial_c7!26Q3Campaign_c8!og-video-reach,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Reach_brandmarketing,8,6,,,,,,,,
52513634844396,c1:E1119-20260807_c2:video_c3:influencer_c4:productdemo_c5:ongoing_c6:hicocoishere__igr_2_c7:Shadowing-R3-c-only_c8:na,JP_Meta_iOS_Trial_Advantage+,4,2,,,,,,,,
120249069969790167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-shih_veganwonderland_c7!lifestyle.sharing_c8!move-to-german,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,8,,,,,,,,
52514747611596,c1:E1199-20260821_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:tsy_running_igr_1_c7:TSY365day-R2-short_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,2,,,,,,,,
120245842589820167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!ValueProp_c8!comic-con-short-winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,2,2,,,,,,,,
120249290292790167,c1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-fullc1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-full,tw_meta_video_web_tw-en_pros_awareness_promo_disc_26Q3-Campaign_M3_brandmarketing,8,4,,,,,,,,
120249069900960167,c1!Motion_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!3750sentences_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,,,,,,,,,
120245890172180607,c1:S5Z1_c2:static_c3:generic_c4:functional_c5:ongoing_c6:organic_c7:variation-test_c8:new_c9:052826,fr_meta_standard-aem_ios_fr-en_pros_trial_ongoing_no-disc_BAU,2,,,,,,,,,
6978266361992,c1_CL-6-959-6.05.26_c2_video_c3_ugc_c4_Functional-General-Proof_c5_ongoing_c6_Aydreon_c7_app-demo-testimonial-the-cheat-code-to-fluency-38s_c8_Recut_P2_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,2,,,,,,,,
52503652277996,jp_2026.01_masatomerci_igr_1_web_jp-en_instagram_video-short_macro_brand_brand_awareness_26q1_jan,JP_Meta_iOS_Trial_A+AC_test,2,,,,,,,,,
6973843094392,c1-10SCL_SPEAK-132_c2-video_c3-ugc_c4-valueprop_c5-ongoing_c6-26Jan26_c7-EXP_Memes_v5_c8-10s_c9-013126_HW_SCL_HIT – Copy,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,2,,,,,,,,,
7001500681792,c1_CL-6-1015-6.18.26_c2_video_c3_ugc_c4_Functional-General-Proof_c5_ongoing_c6_Ryanne_c7_before-after-basic-to-fluent-cheat-code-to-spanish-cutdown-27s_c8_Iteration_P2_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,,,,,,,,,
120249702447920167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!200sentences-Discount1011-1080x1080,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,10,4,,,,,,,,
120249439358890167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!SpecialPopup-Discount1198-1080x1080,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,2,,,,,,,,,
120246067480760167,c1!UGC53_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!eunice-adaywithspeak - Copy,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,,,,,,,,,
120249060529640167,c1!UGC_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!JPkol_c7!BA.lifestyle_c8!JapanOfficeGuyVlog,HK_Meta_N/A_iOS_Trials_AEM,2,2,,,,,,,,
120246005435710167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!BAComparison-Career-A-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,,,,,,,,,
120240275100650167,c1:M19_c2:video_c3:motion_c4:testimonial_c5:ongoing_c6:na_c7:MotionTestimonial_c8:JPwinning-textandwave,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,6,2,,,,,,2,,
120246694233300167,c1:na_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:harryspeaks__c7:Speak_company_c8:0601,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,4,2,,,,,,,,
120249190299790167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!brandmarketing,tw_meta_video_web_tw-en_pros_awareness_ongoing_no-disc_brandmarketing,2,,,,,,,,,
52516289946196,c1:E1223-20260828_c2:video_c3:influencer_c4:_c5:ongoing_c6:yuimama_routine_igr_c7:wake up 4am_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,,2,,,,,,,,
120245867680580167,c1!Static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!Product_c8!Career-Interview-StillTime-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,,,,
120249481917410167,c1!UGC_c2!video_c3!ugc_c4!speakmethod_c5!promo_c6!Sophia_c7!hook.testimonial_c8!OutputInputAndSpeakMethod-v1-full,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,14,4,,,,,,,,
120249357874100167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_tcpa,2,2,,,,,,,,
52503582493396,c1-10SCL_9x16_SPEAK-223_10Sc_Fd_JUL26_EXP_IN_V-HC_6.mp4_c2-video_c3-071826_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,12,6,,,,,,,,
120246001466150167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!ValueProp_c8!speak-system-introvert-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,,,,,,,,,,
120249069928080167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-little_0202_c7!OpenQuestion_c8!foreign-company-wannabe,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,6,,,,,,,,
